identifier,book_id,page_number,ground_truth_label,predicted_label,prob_advertisement,prob_cover,prob_story,prob_textstory,prob_first-page,prob_credits,prob_art,prob_text,prob_back_cover
Red Sonja 100_page_38,Red Sonja 100,38,story,first-page,0.02,0.031,0.224,0.014,0.43,0.026,0.181,0.027,0.047
Red Sonja 100_page_39,Red Sonja 100,39,story,story,0.018,0.055,0.494,0.022,0.224,0.029,0.099,0.024,0.036
Red Sonja 100_page_40,Red Sonja 100,40,story,story,0.019,0.036,0.507,0.022,0.236,0.024,0.098,0.029,0.029
Red Sonja 100_page_41,Red Sonja 100,41,story,story,0.018,0.038,0.505,0.022,0.236,0.027,0.094,0.03,0.03
Red Sonja 100_page_42,Red Sonja 100,42,story,story,0.018,0.037,0.515,0.022,0.229,0.024,0.095,0.027,0.032
Red Sonja 100_page_43,Red Sonja 100,43,story,story,0.019,0.033,0.516,0.023,0.231,0.025,0.09,0.034,0.029
Red Sonja 100_page_44,Red Sonja 100,44,story,story,0.018,0.046,0.528,0.024,0.209,0.026,0.092,0.026,0.032
Red Sonja 100_page_45,Red Sonja 100,45,story,story,0.02,0.04,0.514,0.023,0.229,0.028,0.088,0.027,0.03
Red Sonja 100_page_46,Red Sonja 100,46,story,story,0.019,0.04,0.467,0.021,0.265,0.025,0.107,0.025,0.032
Red Sonja 100_page_47,Red Sonja 100,47,story,story,0.019,0.047,0.475,0.023,0.252,0.028,0.101,0.026,0.031
Red Sonja 100_page_48,Red Sonja 100,48,story,story,0.02,0.039,0.406,0.021,0.299,0.021,0.139,0.024,0.031
Red Sonja 100_page_49,Red Sonja 100,49,art,back_cover,0.111,0.032,0.051,0.016,0.076,0.036,0.117,0.042,0.517
Red Sonja 100_page_50,Red Sonja 100,50,first-page,first-page,0.043,0.032,0.198,0.016,0.253,0.033,0.165,0.049,0.212
Red Sonja 100_page_51,Red Sonja 100,51,story,back_cover,0.043,0.025,0.108,0.015,0.238,0.034,0.213,0.084,0.241
Red Sonja 100_page_52,Red Sonja 100,52,back_cover,first-page,0.026,0.035,0.221,0.013,0.36,0.031,0.154,0.033,0.128
Uncanny X-Men (1963-2011) Annual 017_page_0,Uncanny X-Men (1963-2011) Annual 017,0,cover,cover,0.012,0.691,0.014,0.009,0.024,0.05,0.109,0.008,0.083
Uncanny X-Men (1963-2011) Annual 017_page_1,Uncanny X-Men (1963-2011) Annual 017,1,credits,credits,0.018,0.06,0.015,0.016,0.018,0.77,0.027,0.05,0.027
Uncanny X-Men (1963-2011) Annual 017_page_2,Uncanny X-Men (1963-2011) Annual 017,2,first-page,story,0.018,0.058,0.477,0.022,0.231,0.037,0.095,0.026,0.037
Uncanny X-Men (1963-2011) Annual 017_page_3,Uncanny X-Men (1963-2011) Annual 017,3,story,story,0.017,0.047,0.444,0.02,0.269,0.03,0.113,0.025,0.034
Uncanny X-Men (1963-2011) Annual 017_page_4,Uncanny X-Men (1963-2011) Annual 017,4,story,story,0.018,0.056,0.461,0.022,0.247,0.034,0.103,0.025,0.035
Uncanny X-Men (1963-2011) Annual 017_page_5,Uncanny X-Men (1963-2011) Annual 017,5,story,story,0.019,0.044,0.446,0.02,0.268,0.029,0.116,0.024,0.033
Uncanny X-Men (1963-2011) Annual 017_page_6,Uncanny X-Men (1963-2011) Annual 017,6,story,story,0.018,0.051,0.43,0.018,0.276,0.037,0.104,0.025,0.041
Uncanny X-Men (1963-2011) Annual 017_page_7,Uncanny X-Men (1963-2011) Annual 017,7,story,story,0.019,0.032,0.453,0.019,0.283,0.029,0.101,0.031,0.034
Uncanny X-Men (1963-2011) Annual 017_page_8,Uncanny X-Men (1963-2011) Annual 017,8,story,story,0.02,0.051,0.45,0.022,0.257,0.034,0.108,0.025,0.033
Uncanny X-Men (1963-2011) Annual 017_page_9,Uncanny X-Men (1963-2011) Annual 017,9,story,story,0.018,0.069,0.442,0.02,0.24,0.049,0.094,0.025,0.042
Uncanny X-Men (1963-2011) Annual 017_page_10,Uncanny X-Men (1963-2011) Annual 017,10,story,story,0.018,0.041,0.416,0.015,0.294,0.031,0.11,0.026,0.048
Uncanny X-Men (1963-2011) Annual 017_page_11,Uncanny X-Men (1963-2011) Annual 017,11,story,story,0.018,0.063,0.434,0.019,0.256,0.039,0.105,0.025,0.042
Uncanny X-Men (1963-2011) Annual 017_page_12,Uncanny X-Men (1963-2011) Annual 017,12,story,story,0.018,0.063,0.469,0.021,0.23,0.04,0.096,0.025,0.039
Uncanny X-Men (1963-2011) Annual 017_page_13,Uncanny X-Men (1963-2011) Annual 017,13,story,story,0.018,0.068,0.445,0.022,0.242,0.036,0.107,0.023,0.04
Uncanny X-Men (1963-2011) Annual 017_page_14,Uncanny X-Men (1963-2011) Annual 017,14,story,story,0.019,0.034,0.465,0.021,0.263,0.021,0.119,0.027,0.032
Uncanny X-Men (1963-2011) Annual 017_page_15,Uncanny X-Men (1963-2011) Annual 017,15,story,story,0.018,0.051,0.471,0.022,0.238,0.029,0.114,0.024,0.034
Uncanny X-Men (1963-2011) Annual 017_page_16,Uncanny X-Men (1963-2011) Annual 017,16,story,story,0.018,0.047,0.468,0.018,0.251,0.033,0.101,0.026,0.038
Uncanny X-Men (1963-2011) Annual 017_page_17,Uncanny X-Men (1963-2011) Annual 017,17,story,story,0.018,0.053,0.424,0.018,0.279,0.038,0.108,0.025,0.037
Uncanny X-Men (1963-2011) Annual 017_page_18,Uncanny X-Men (1963-2011) Annual 017,18,story,story,0.018,0.094,0.413,0.023,0.224,0.05,0.11,0.024,0.044
Uncanny X-Men (1963-2011) Annual 017_page_19,Uncanny X-Men (1963-2011) Annual 017,19,story,story,0.018,0.063,0.457,0.019,0.237,0.041,0.097,0.024,0.044
Uncanny X-Men (1963-2011) Annual 017_page_20,Uncanny X-Men (1963-2011) Annual 017,20,story,story,0.018,0.043,0.475,0.022,0.252,0.028,0.103,0.025,0.033
Uncanny X-Men (1963-2011) Annual 017_page_21,Uncanny X-Men (1963-2011) Annual 017,21,story,story,0.019,0.058,0.468,0.022,0.235,0.034,0.103,0.023,0.038
Uncanny X-Men (1963-2011) Annual 017_page_22,Uncanny X-Men (1963-2011) Annual 017,22,story,story,0.019,0.054,0.477,0.022,0.234,0.033,0.1,0.025,0.034
Uncanny X-Men (1963-2011) Annual 017_page_23,Uncanny X-Men (1963-2011) Annual 017,23,story,story,0.017,0.063,0.464,0.022,0.237,0.038,0.095,0.026,0.037
Uncanny X-Men (1963-2011) Annual 017_page_24,Uncanny X-Men (1963-2011) Annual 017,24,story,story,0.018,0.03,0.425,0.017,0.297,0.029,0.109,0.034,0.04
Uncanny X-Men (1963-2011) Annual 017_page_25,Uncanny X-Men (1963-2011) Annual 017,25,story,story,0.019,0.058,0.44,0.019,0.259,0.039,0.101,0.024,0.04
Uncanny X-Men (1963-2011) Annual 017_page_26,Uncanny X-Men (1963-2011) Annual 017,26,story,story,0.017,0.066,0.459,0.022,0.234,0.037,0.101,0.024,0.039
Uncanny X-Men (1963-2011) Annual 017_page_27,Uncanny X-Men (1963-2011) Annual 017,27,story,story,0.017,0.044,0.488,0.019,0.24,0.032,0.095,0.027,0.038
Uncanny X-Men (1963-2011) Annual 017_page_28,Uncanny X-Men (1963-2011) Annual 017,28,story,story,0.018,0.034,0.472,0.018,0.263,0.029,0.096,0.032,0.036
Uncanny X-Men (1963-2011) Annual 017_page_29,Uncanny X-Men (1963-2011) Annual 017,29,story,story,0.019,0.056,0.453,0.02,0.25,0.045,0.092,0.027,0.038
Uncanny X-Men (1963-2011) Annual 017_page_30,Uncanny X-Men (1963-2011) Annual 017,30,story,story,0.018,0.053,0.469,0.02,0.244,0.037,0.094,0.026,0.038
Uncanny X-Men (1963-2011) Annual 017_page_31,Uncanny X-Men (1963-2011) Annual 017,31,story,story,0.018,0.064,0.448,0.02,0.241,0.038,0.105,0.024,0.042
Uncanny X-Men (1963-2011) Annual 017_page_32,Uncanny X-Men (1963-2011) Annual 017,32,story,story,0.017,0.052,0.466,0.02,0.248,0.03,0.104,0.025,0.039
Uncanny X-Men (1963-2011) Annual 017_page_33,Uncanny X-Men (1963-2011) Annual 017,33,story,story,0.019,0.045,0.445,0.02,0.274,0.035,0.1,0.027,0.035
Uncanny X-Men (1963-2011) Annual 017_page_34,Uncanny X-Men (1963-2011) Annual 017,34,story,story,0.018,0.049,0.423,0.016,0.28,0.044,0.095,0.031,0.045
Uncanny X-Men (1963-2011) Annual 017_page_35,Uncanny X-Men (1963-2011) Annual 017,35,story,story,0.017,0.051,0.461,0.019,0.25,0.034,0.104,0.024,0.04
Uncanny X-Men (1963-2011) Annual 017_page_36,Uncanny X-Men (1963-2011) Annual 017,36,story,story,0.017,0.071,0.459,0.022,0.224,0.036,0.103,0.024,0.043
Uncanny X-Men (1963-2011) Annual 017_page_37,Uncanny X-Men (1963-2011) Annual 017,37,story,story,0.018,0.064,0.44,0.021,0.249,0.039,0.107,0.024,0.039
Uncanny X-Men (1963-2011) Annual 017_page_38,Uncanny X-Men (1963-2011) Annual 017,38,story,story,0.018,0.045,0.485,0.019,0.242,0.033,0.091,0.027,0.039
Uncanny X-Men (1963-2011) Annual 017_page_39,Uncanny X-Men (1963-2011) Annual 017,39,story,story,0.019,0.066,0.431,0.022,0.257,0.042,0.101,0.025,0.038
Uncanny X-Men (1963-2011) Annual 017_page_40,Uncanny X-Men (1963-2011) Annual 017,40,story,story,0.018,0.046,0.466,0.02,0.255,0.029,0.106,0.024,0.035
Uncanny X-Men (1963-2011) Annual 017_page_41,Uncanny X-Men (1963-2011) Annual 017,41,story,story,0.019,0.06,0.467,0.022,0.232,0.036,0.102,0.024,0.039
Uncanny X-Men (1963-2011) Annual 017_page_42,Uncanny X-Men (1963-2011) Annual 017,42,story,story,0.017,0.069,0.444,0.02,0.238,0.044,0.101,0.025,0.042
Uncanny X-Men (1963-2011) Annual 017_page_43,Uncanny X-Men (1963-2011) Annual 017,43,story,story,0.018,0.05,0.461,0.017,0.247,0.04,0.096,0.027,0.045
Uncanny X-Men (1963-2011) Annual 017_page_44,Uncanny X-Men (1963-2011) Annual 017,44,story,first-page,0.019,0.041,0.348,0.014,0.348,0.035,0.124,0.024,0.047
Uncanny X-Men (1963-2011) Annual 017_page_45,Uncanny X-Men (1963-2011) Annual 017,45,advertisement,back_cover,0.217,0.123,0.039,0.016,0.069,0.054,0.172,0.025,0.284
Uncanny X-Men (1963-2011) Annual 017_page_46,Uncanny X-Men (1963-2011) Annual 017,46,first-page,story,0.02,0.081,0.378,0.024,0.269,0.049,0.116,0.024,0.039
Uncanny X-Men (1963-2011) Annual 017_page_47,Uncanny X-Men (1963-2011) Annual 017,47,story,story,0.02,0.065,0.438,0.022,0.245,0.044,0.104,0.023,0.038
Uncanny X-Men (1963-2011) Annual 017_page_48,Uncanny X-Men (1963-2011) Annual 017,48,story,story,0.019,0.055,0.462,0.022,0.251,0.036,0.095,0.026,0.034
Uncanny X-Men (1963-2011) Annual 017_page_49,Uncanny X-Men (1963-2011) Annual 017,49,story,story,0.017,0.045,0.499,0.021,0.234,0.03,0.092,0.027,0.035
Uncanny X-Men (1963-2011) Annual 017_page_50,Uncanny X-Men (1963-2011) Annual 017,50,story,story,0.018,0.067,0.471,0.024,0.223,0.036,0.102,0.024,0.036
Uncanny X-Men (1963-2011) Annual 017_page_51,Uncanny X-Men (1963-2011) Annual 017,51,story,story,0.019,0.046,0.402,0.02,0.307,0.032,0.118,0.024,0.032
Uncanny X-Men (1963-2011) Annual 017_page_52,Uncanny X-Men (1963-2011) Annual 017,52,story,story,0.019,0.029,0.401,0.019,0.314,0.028,0.119,0.039,0.032
Uncanny X-Men (1963-2011) Annual 017_page_53,Uncanny X-Men (1963-2011) Annual 017,53,story,story,0.017,0.049,0.489,0.021,0.237,0.03,0.096,0.025,0.036
Uncanny X-Men (1963-2011) Annual 017_page_54,Uncanny X-Men (1963-2011) Annual 017,54,back_cover,cover,0.022,0.255,0.096,0.014,0.188,0.045,0.24,0.016,0.124
Barb Wire 6 - Unknown_page_0,Barb Wire 6 - Unknown,0,cover,art,0.226,0.075,0.056,0.024,0.108,0.033,0.334,0.076,0.068
Barb Wire 6 - Unknown_page_1,Barb Wire 6 - Unknown,1,credits,credits,0.022,0.042,0.02,0.024,0.03,0.625,0.031,0.187,0.019
Barb Wire 6 - Unknown_page_2,Barb Wire 6 - Unknown,2,first-page,story,0.019,0.037,0.438,0.02,0.282,0.034,0.107,0.029,0.033
Barb Wire 6 - Unknown_page_3,Barb Wire 6 - Unknown,3,story,story,0.019,0.028,0.429,0.018,0.295,0.027,0.117,0.031,0.035
Barb Wire 6 - Unknown_page_4,Barb Wire 6 - Unknown,4,story,story,0.019,0.03,0.455,0.02,0.277,0.026,0.11,0.031,0.032
Barb Wire 6 - Unknown_page_5,Barb Wire 6 - Unknown,5,art,story,0.02,0.03,0.438,0.02,0.282,0.023,0.127,0.028,0.032
Barb Wire 6 - Unknown_page_6,Barb Wire 6 - Unknown,6,credits,first-page,0.025,0.022,0.272,0.026,0.322,0.027,0.176,0.095,0.035
Barb Wire 6 - Unknown_page_7,Barb Wire 6 - Unknown,7,first-page,story,0.02,0.023,0.356,0.021,0.319,0.023,0.151,0.05,0.037
Barb Wire 6 - Unknown_page_8,Barb Wire 6 - Unknown,8,story,story,0.021,0.023,0.347,0.023,0.315,0.023,0.151,0.061,0.035
Barb Wire 6 - Unknown_page_9,Barb Wire 6 - Unknown,9,story,story,0.023,0.022,0.348,0.025,0.304,0.024,0.149,0.072,0.033
Barb Wire 6 - Unknown_page_10,Barb Wire 6 - Unknown,10,story,story,0.02,0.026,0.412,0.022,0.29,0.023,0.136,0.042,0.03
Barb Wire 6 - Unknown_page_11,Barb Wire 6 - Unknown,11,story,first-page,0.026,0.023,0.276,0.025,0.335,0.028,0.161,0.095,0.033
Barb Wire 6 - Unknown_page_12,Barb Wire 6 - Unknown,12,story,story,0.02,0.027,0.425,0.021,0.29,0.023,0.128,0.035,0.031
Barb Wire 6 - Unknown_page_13,Barb Wire 6 - Unknown,13,story,story,0.019,0.026,0.431,0.021,0.286,0.024,0.123,0.038,0.033
Barb Wire 6 - Unknown_page_14,Barb Wire 6 - Unknown,14,story,first-page,0.02,0.024,0.337,0.019,0.352,0.027,0.139,0.048,0.035
Barb Wire 6 - Unknown_page_15,Barb Wire 6 - Unknown,15,story,story,0.021,0.025,0.372,0.021,0.33,0.029,0.122,0.049,0.03
Barb Wire 6 - Unknown_page_16,Barb Wire 6 - Unknown,16,story,story,0.021,0.024,0.38,0.021,0.314,0.028,0.129,0.051,0.032
Barb Wire 6 - Unknown_page_17,Barb Wire 6 - Unknown,17,story,story,0.02,0.024,0.34,0.022,0.33,0.026,0.147,0.058,0.032
Barb Wire 6 - Unknown_page_18,Barb Wire 6 - Unknown,18,story,first-page,0.021,0.026,0.344,0.02,0.346,0.027,0.142,0.045,0.03
Barb Wire 6 - Unknown_page_19,Barb Wire 6 - Unknown,19,story,story,0.019,0.033,0.439,0.02,0.286,0.027,0.115,0.031,0.03
Barb Wire 6 - Unknown_page_20,Barb Wire 6 - Unknown,20,story,story,0.021,0.025,0.364,0.022,0.319,0.025,0.142,0.052,0.031
Barb Wire 6 - Unknown_page_21,Barb Wire 6 - Unknown,21,story,first-page,0.021,0.023,0.315,0.021,0.335,0.026,0.156,0.067,0.036
Barb Wire 6 - Unknown_page_22,Barb Wire 6 - Unknown,22,story,story,0.021,0.024,0.363,0.023,0.309,0.022,0.154,0.051,0.033
Barb Wire 6 - Unknown_page_23,Barb Wire 6 - Unknown,23,story,story,0.02,0.031,0.417,0.019,0.302,0.023,0.128,0.027,0.032
Barb Wire 6 - Unknown_page_24,Barb Wire 6 - Unknown,24,advertisement,advertisement,0.709,0.028,0.022,0.016,0.023,0.021,0.058,0.036,0.086
Barb Wire 6 - Unknown_page_25,Barb Wire 6 - Unknown,25,back_cover,credits,0.024,0.057,0.021,0.02,0.03,0.591,0.05,0.07,0.137
spawn issue316 - Unknown_page_0,spawn issue316 - Unknown,0,cover,cover,0.019,0.713,0.01,0.015,0.016,0.07,0.116,0.01,0.031
spawn issue316 - Unknown_page_1,spawn issue316 - Unknown,1,credits,text,0.026,0.031,0.022,0.03,0.038,0.352,0.032,0.444,0.024
spawn issue316 - Unknown_page_2,spawn issue316 - Unknown,2,art,first-page,0.021,0.033,0.283,0.015,0.4,0.056,0.109,0.044,0.038
spawn issue316 - Unknown_page_3,spawn issue316 - Unknown,3,art,first-page,0.022,0.042,0.153,0.014,0.395,0.023,0.235,0.03,0.087
spawn issue316 - Unknown_page_4,spawn issue316 - Unknown,4,first-page,first-page,0.02,0.026,0.334,0.016,0.374,0.025,0.132,0.034,0.038
spawn issue316 - Unknown_page_5,spawn issue316 - Unknown,5,story,first-page,0.019,0.024,0.337,0.015,0.356,0.028,0.128,0.048,0.045
spawn issue316 - Unknown_page_6,spawn issue316 - Unknown,6,story,first-page,0.022,0.023,0.322,0.018,0.351,0.033,0.124,0.068,0.038
spawn issue316 - Unknown_page_7,spawn issue316 - Unknown,7,story,first-page,0.022,0.029,0.325,0.016,0.354,0.049,0.106,0.062,0.038
spawn issue316 - Unknown_page_8,spawn issue316 - Unknown,8,story,first-page,0.02,0.026,0.355,0.015,0.355,0.028,0.122,0.039,0.042
spawn issue316 - Unknown_page_9,spawn issue316 - Unknown,9,story,first-page,0.021,0.029,0.327,0.016,0.358,0.039,0.117,0.057,0.037
spawn issue316 - Unknown_page_10,spawn issue316 - Unknown,10,story,first-page,0.025,0.025,0.198,0.021,0.34,0.063,0.127,0.166,0.035
spawn issue316 - Unknown_page_11,spawn issue316 - Unknown,11,story,first-page,0.018,0.033,0.305,0.014,0.392,0.036,0.129,0.032,0.042
spawn issue316 - Unknown_page_12,spawn issue316 - Unknown,12,story,first-page,0.019,0.029,0.274,0.015,0.39,0.036,0.147,0.052,0.039
spawn issue316 - Unknown_page_13,spawn issue316 - Unknown,13,story,story,0.02,0.025,0.381,0.018,0.322,0.029,0.112,0.058,0.035
spawn issue316 - Unknown_page_14,spawn issue316 - Unknown,14,story,first-page,0.02,0.025,0.348,0.016,0.349,0.034,0.122,0.049,0.039
spawn issue316 - Unknown_page_15,spawn issue316 - Unknown,15,story,first-page,0.02,0.025,0.329,0.017,0.357,0.035,0.124,0.057,0.036
spawn issue316 - Unknown_page_16,spawn issue316 - Unknown,16,story,story,0.019,0.023,0.365,0.016,0.33,0.027,0.128,0.048,0.043
spawn issue316 - Unknown_page_17,spawn issue316 - Unknown,17,story,first-page,0.023,0.023,0.312,0.019,0.346,0.039,0.114,0.087,0.036
spawn issue316 - Unknown_page_18,spawn issue316 - Unknown,18,story,text,0.054,0.024,0.071,0.021,0.199,0.037,0.199,0.271,0.125
spawn issue316 - Unknown_page_19,spawn issue316 - Unknown,19,story,back_cover,0.054,0.022,0.084,0.015,0.153,0.044,0.142,0.117,0.369
spawn issue316 - Unknown_page_20,spawn issue316 - Unknown,20,story,story,0.021,0.036,0.348,0.015,0.339,0.058,0.102,0.037,0.044
spawn issue316 - Unknown_page_21,spawn issue316 - Unknown,21,story,story,0.02,0.046,0.347,0.017,0.334,0.06,0.105,0.031,0.04
spawn issue316 - Unknown_page_22,spawn issue316 - Unknown,22,story,back_cover,0.048,0.048,0.041,0.017,0.102,0.133,0.232,0.121,0.258
spawn issue316 - Unknown_page_23,spawn issue316 - Unknown,23,story,text,0.053,0.016,0.032,0.028,0.058,0.065,0.065,0.663,0.019
spawn issue316 - Unknown_page_24,spawn issue316 - Unknown,24,story,text,0.028,0.015,0.039,0.025,0.072,0.075,0.05,0.676,0.02
spawn issue316 - Unknown_page_25,spawn issue316 - Unknown,25,advertisement,advertisement,0.718,0.018,0.019,0.018,0.019,0.016,0.039,0.076,0.077
spawn issue316 - Unknown_page_26,spawn issue316 - Unknown,26,advertisement,advertisement,0.738,0.016,0.02,0.017,0.017,0.014,0.033,0.059,0.085
spawn issue316 - Unknown_page_27,spawn issue316 - Unknown,27,advertisement,advertisement,0.744,0.018,0.021,0.017,0.017,0.016,0.039,0.043,0.084
spawn issue316 - Unknown_page_28,spawn issue316 - Unknown,28,art,advertisement,0.745,0.024,0.022,0.016,0.02,0.016,0.047,0.043,0.067
spawn issue316 - Unknown_page_29,spawn issue316 - Unknown,29,advertisement,advertisement,0.757,0.022,0.02,0.016,0.017,0.015,0.038,0.034,0.079
spawn issue316 - Unknown_page_30,spawn issue316 - Unknown,30,advertisement,advertisement,0.754,0.019,0.022,0.016,0.017,0.015,0.036,0.036,0.085
spawn issue316 - Unknown_page_31,spawn issue316 - Unknown,31,first-page,advertisement,0.742,0.023,0.018,0.016,0.015,0.015,0.042,0.043,0.086
spawn issue316 - Unknown_page_32,spawn issue316 - Unknown,32,art,cover,0.009,0.715,0.013,0.014,0.017,0.096,0.093,0.01,0.032
spawn issue316 - Unknown_page_33,spawn issue316 - Unknown,33,first-page,cover,0.016,0.745,0.011,0.013,0.015,0.046,0.112,0.009,0.033
spawn issue316 - Unknown_page_34,spawn issue316 - Unknown,34,back_cover,cover,0.01,0.613,0.014,0.016,0.02,0.179,0.1,0.014,0.035
Breakneck 001_page_0,Breakneck 001,0,cover,cover,0.187,0.371,0.032,0.022,0.05,0.059,0.21,0.026,0.043
Breakneck 001_page_1,Breakneck 001,1,credits,credits,0.036,0.038,0.024,0.033,0.03,0.521,0.036,0.257,0.025
Breakneck 001_page_2,Breakneck 001,2,first-page,first-page,0.028,0.025,0.258,0.029,0.345,0.031,0.154,0.105,0.025
Breakneck 001_page_3,Breakneck 001,3,story,story,0.02,0.027,0.421,0.024,0.285,0.022,0.123,0.048,0.029
Breakneck 001_page_4,Breakneck 001,4,story,story,0.021,0.038,0.491,0.025,0.248,0.024,0.1,0.025,0.028
Breakneck 001_page_5,Breakneck 001,5,story,story,0.02,0.039,0.5,0.023,0.237,0.025,0.101,0.025,0.031
Breakneck 001_page_6,Breakneck 001,6,story,story,0.02,0.036,0.502,0.024,0.235,0.023,0.106,0.026,0.029
Breakneck 001_page_7,Breakneck 001,7,story,story,0.02,0.046,0.513,0.025,0.218,0.027,0.096,0.024,0.031
Breakneck 001_page_8,Breakneck 001,8,story,story,0.02,0.032,0.501,0.023,0.241,0.023,0.102,0.029,0.029
Breakneck 001_page_9,Breakneck 001,9,story,story,0.02,0.044,0.504,0.024,0.229,0.029,0.094,0.026,0.031
Breakneck 001_page_10,Breakneck 001,10,story,story,0.022,0.026,0.412,0.024,0.298,0.024,0.122,0.045,0.028
Breakneck 001_page_11,Breakneck 001,11,story,story,0.021,0.05,0.482,0.024,0.233,0.031,0.103,0.023,0.033
Breakneck 001_page_12,Breakneck 001,12,story,story,0.021,0.045,0.489,0.023,0.236,0.027,0.103,0.023,0.032
Breakneck 001_page_13,Breakneck 001,13,story,story,0.021,0.032,0.49,0.023,0.248,0.024,0.106,0.029,0.028
Breakneck 001_page_14,Breakneck 001,14,story,story,0.023,0.035,0.445,0.022,0.286,0.025,0.11,0.025,0.03
Breakneck 001_page_15,Breakneck 001,15,story,story,0.022,0.036,0.481,0.022,0.256,0.027,0.101,0.026,0.03
Breakneck 001_page_16,Breakneck 001,16,story,story,0.021,0.039,0.469,0.022,0.253,0.022,0.119,0.023,0.032
Breakneck 001_page_17,Breakneck 001,17,story,story,0.019,0.037,0.48,0.021,0.254,0.025,0.106,0.026,0.031
Breakneck 001_page_18,Breakneck 001,18,story,story,0.02,0.039,0.497,0.023,0.238,0.025,0.103,0.025,0.029
Breakneck 001_page_19,Breakneck 001,19,credits,story,0.021,0.044,0.478,0.024,0.245,0.028,0.105,0.024,0.031
Breakneck 001_page_20,Breakneck 001,20,first-page,story,0.02,0.037,0.48,0.023,0.254,0.024,0.108,0.026,0.029
Breakneck 001_page_21,Breakneck 001,21,story,story,0.02,0.033,0.458,0.022,0.272,0.022,0.117,0.029,0.029
Breakneck 001_page_22,Breakneck 001,22,story,story,0.02,0.036,0.473,0.022,0.257,0.024,0.113,0.026,0.03
Breakneck 001_page_23,Breakneck 001,23,story,story,0.021,0.041,0.468,0.023,0.255,0.024,0.115,0.023,0.031
Breakneck 001_page_24,Breakneck 001,24,story,story,0.021,0.031,0.429,0.02,0.3,0.024,0.117,0.028,0.03
Breakneck 001_page_25,Breakneck 001,25,story,story,0.022,0.063,0.411,0.024,0.263,0.052,0.102,0.027,0.035
Breakneck 001_page_26,Breakneck 001,26,story,story,0.021,0.041,0.477,0.022,0.253,0.028,0.103,0.025,0.03
Breakneck 001_page_27,Breakneck 001,27,story,story,0.021,0.035,0.486,0.023,0.251,0.024,0.105,0.028,0.028
Breakneck 001_page_28,Breakneck 001,28,story,story,0.019,0.042,0.487,0.023,0.243,0.025,0.105,0.025,0.03
Breakneck 001_page_29,Breakneck 001,29,story,story,0.021,0.037,0.465,0.023,0.264,0.024,0.112,0.025,0.03
Breakneck 001_page_30,Breakneck 001,30,story,story,0.019,0.037,0.464,0.022,0.266,0.023,0.113,0.026,0.03
Breakneck 001_page_31,Breakneck 001,31,story,story,0.021,0.04,0.466,0.024,0.27,0.026,0.1,0.026,0.029
Breakneck 001_page_32,Breakneck 001,32,story,story,0.021,0.05,0.477,0.025,0.241,0.029,0.104,0.024,0.03
Breakneck 001_page_33,Breakneck 001,33,story,story,0.021,0.051,0.481,0.023,0.236,0.031,0.1,0.023,0.033
Breakneck 001_page_34,Breakneck 001,34,story,story,0.021,0.045,0.485,0.023,0.243,0.028,0.1,0.024,0.031
Breakneck 001_page_35,Breakneck 001,35,story,story,0.02,0.056,0.491,0.025,0.219,0.031,0.101,0.023,0.033
Breakneck 001_page_36,Breakneck 001,36,story,story,0.019,0.032,0.47,0.021,0.261,0.022,0.114,0.029,0.03
Breakneck 001_page_37,Breakneck 001,37,story,story,0.021,0.037,0.451,0.021,0.274,0.023,0.119,0.026,0.029
Breakneck 001_page_38,Breakneck 001,38,story,story,0.02,0.047,0.493,0.024,0.233,0.029,0.099,0.024,0.032
Breakneck 001_page_39,Breakneck 001,39,story,story,0.02,0.047,0.489,0.024,0.238,0.029,0.098,0.024,0.031
Breakneck 001_page_40,Breakneck 001,40,story,story,0.021,0.037,0.46,0.023,0.265,0.022,0.117,0.025,0.03
Breakneck 001_page_41,Breakneck 001,41,story,story,0.021,0.041,0.43,0.02,0.289,0.03,0.113,0.025,0.031
Breakneck 001_page_42,Breakneck 001,42,story,story,0.019,0.036,0.478,0.022,0.258,0.023,0.106,0.026,0.031
Breakneck 001_page_43,Breakneck 001,43,story,story,0.02,0.043,0.498,0.023,0.233,0.025,0.103,0.024,0.031
Breakneck 001_page_44,Breakneck 001,44,story,story,0.02,0.037,0.489,0.023,0.25,0.025,0.101,0.027,0.028
Breakneck 001_page_45,Breakneck 001,45,story,story,0.019,0.03,0.466,0.02,0.271,0.024,0.108,0.031,0.031
Breakneck 001_page_46,Breakneck 001,46,art,advertisement,0.572,0.06,0.032,0.019,0.036,0.021,0.104,0.028,0.128
Breakneck 001_page_47,Breakneck 001,47,first-page,art,0.077,0.078,0.133,0.021,0.247,0.027,0.3,0.026,0.091
Breakneck 001_page_48,Breakneck 001,48,story,first-page,0.04,0.099,0.158,0.017,0.263,0.036,0.203,0.022,0.163
Breakneck 001_page_49,Breakneck 001,49,story,text,0.049,0.028,0.083,0.035,0.169,0.058,0.096,0.466,0.016
Breakneck 001_page_50,Breakneck 001,50,advertisement,advertisement,0.542,0.027,0.031,0.022,0.052,0.022,0.083,0.164,0.057
Breakneck 001_page_51,Breakneck 001,51,art,advertisement,0.669,0.021,0.024,0.017,0.024,0.017,0.061,0.07,0.097
Breakneck 001_page_52,Breakneck 001,52,art,cover,0.185,0.279,0.039,0.025,0.07,0.073,0.256,0.03,0.043
