identifier,book_id,page_number,ground_truth_label,predicted_label,prob_advertisement,prob_cover,prob_story,prob_textstory,prob_first-page,prob_credits,prob_art,prob_text,prob_back_cover
Flintlock Book Four_page_54,Flintlock Book Four,54,story,advertisement,0.566,0.051,0.037,0.019,0.029,0.092,0.021,0.16,0.026
Flintlock Book Four_page_55,Flintlock Book Four,55,story,text,0.101,0.015,0.061,0.028,0.027,0.057,0.018,0.67,0.022
Flintlock Book Four_page_56,Flintlock Book Four,56,story,text,0.073,0.015,0.032,0.029,0.027,0.048,0.02,0.738,0.018
Flintlock Book Four_page_57,Flintlock Book Four,57,advertisement,text,0.096,0.014,0.039,0.027,0.027,0.059,0.019,0.698,0.021
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_0,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),0,cover,cover,0.162,0.653,0.027,0.016,0.017,0.069,0.024,0.014,0.017
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_1,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),1,cover,text,0.167,0.014,0.056,0.03,0.029,0.049,0.02,0.61,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_2,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),2,advertisement,advertisement,0.426,0.242,0.055,0.016,0.021,0.174,0.02,0.021,0.025
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_3,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),3,credits,advertisement,0.631,0.018,0.066,0.017,0.02,0.107,0.016,0.101,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_4,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),4,story,story,0.068,0.043,0.751,0.02,0.023,0.027,0.017,0.028,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_5,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),5,story,advertisement,0.483,0.059,0.313,0.02,0.02,0.042,0.02,0.02,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_6,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),6,story,story,0.102,0.032,0.732,0.02,0.021,0.028,0.014,0.029,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_7,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),7,story,story,0.093,0.038,0.734,0.02,0.022,0.027,0.016,0.026,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_8,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),8,story,story,0.07,0.038,0.752,0.019,0.023,0.025,0.017,0.032,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_9,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),9,story,story,0.126,0.025,0.697,0.019,0.022,0.026,0.013,0.046,0.025
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_10,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),10,story,story,0.071,0.043,0.747,0.021,0.023,0.028,0.017,0.026,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_11,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),11,story,story,0.091,0.04,0.734,0.021,0.022,0.029,0.017,0.025,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_12,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),12,story,story,0.086,0.035,0.741,0.02,0.022,0.028,0.015,0.029,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_13,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),13,story,story,0.077,0.053,0.723,0.022,0.024,0.035,0.02,0.023,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_14,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),14,story,story,0.093,0.035,0.734,0.02,0.023,0.032,0.015,0.026,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_15,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),15,story,story,0.071,0.041,0.751,0.02,0.023,0.026,0.017,0.028,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_16,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),16,story,story,0.086,0.033,0.746,0.019,0.022,0.026,0.015,0.03,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_17,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),17,story,story,0.112,0.03,0.72,0.018,0.021,0.035,0.014,0.027,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_18,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),18,story,story,0.089,0.036,0.738,0.02,0.023,0.027,0.016,0.028,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_19,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),19,story,story,0.096,0.034,0.736,0.019,0.021,0.029,0.015,0.027,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_20,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),20,story,story,0.083,0.046,0.729,0.022,0.023,0.034,0.018,0.023,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_21,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),21,story,story,0.079,0.044,0.741,0.02,0.022,0.029,0.018,0.025,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_22,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),22,story,story,0.075,0.045,0.738,0.022,0.023,0.032,0.018,0.025,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_23,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),23,story,story,0.083,0.032,0.741,0.019,0.021,0.025,0.014,0.039,0.026
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_24,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),24,story,story,0.078,0.041,0.744,0.02,0.023,0.027,0.017,0.027,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_25,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),25,story,story,0.077,0.034,0.748,0.02,0.022,0.023,0.015,0.036,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_26,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),26,story,story,0.085,0.036,0.743,0.02,0.022,0.026,0.016,0.03,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_27,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),27,story,story,0.091,0.029,0.731,0.019,0.022,0.024,0.014,0.044,0.026
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_28,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),28,story,story,0.105,0.029,0.731,0.018,0.021,0.026,0.013,0.033,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_29,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),29,story,story,0.09,0.033,0.742,0.019,0.021,0.026,0.014,0.03,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_30,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),30,story,story,0.103,0.029,0.729,0.019,0.022,0.022,0.014,0.037,0.025
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_31,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),31,story,story,0.087,0.044,0.73,0.021,0.023,0.031,0.019,0.023,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_32,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),32,story,story,0.07,0.05,0.738,0.022,0.024,0.027,0.02,0.026,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_33,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),33,story,story,0.079,0.046,0.732,0.021,0.023,0.035,0.018,0.024,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_34,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),34,story,story,0.071,0.052,0.73,0.022,0.024,0.035,0.02,0.024,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_35,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),35,story,story,0.075,0.044,0.741,0.021,0.024,0.025,0.018,0.029,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_36,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),36,story,story,0.078,0.037,0.749,0.019,0.023,0.024,0.016,0.03,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_37,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),37,story,story,0.097,0.035,0.731,0.019,0.021,0.033,0.016,0.026,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_38,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),38,story,story,0.076,0.043,0.739,0.021,0.023,0.034,0.018,0.025,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_39,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),39,story,story,0.084,0.036,0.744,0.02,0.022,0.029,0.016,0.027,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_40,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),40,story,story,0.079,0.044,0.738,0.021,0.023,0.029,0.018,0.026,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_41,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),41,story,story,0.066,0.038,0.754,0.02,0.023,0.027,0.016,0.032,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_42,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),42,story,story,0.089,0.029,0.727,0.019,0.023,0.026,0.013,0.046,0.027
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_43,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),43,story,story,0.071,0.045,0.745,0.02,0.023,0.029,0.018,0.026,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_44,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),44,story,story,0.067,0.043,0.747,0.02,0.023,0.033,0.017,0.026,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_45,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),45,story,story,0.069,0.045,0.744,0.022,0.023,0.027,0.018,0.026,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_46,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),46,story,story,0.081,0.04,0.742,0.021,0.023,0.027,0.016,0.026,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_47,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),47,story,story,0.083,0.04,0.741,0.02,0.022,0.027,0.017,0.027,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_48,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),48,story,story,0.08,0.035,0.749,0.02,0.021,0.026,0.015,0.031,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_49,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),49,story,story,0.088,0.032,0.742,0.02,0.022,0.028,0.014,0.032,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_50,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),50,story,story,0.071,0.048,0.738,0.022,0.024,0.029,0.02,0.025,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_51,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),51,story,story,0.173,0.023,0.625,0.02,0.023,0.039,0.012,0.057,0.028
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_52,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),52,story,story,0.088,0.033,0.74,0.019,0.022,0.029,0.015,0.031,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_53,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),53,story,story,0.071,0.047,0.742,0.021,0.023,0.03,0.018,0.026,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_54,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),54,story,story,0.064,0.047,0.746,0.022,0.024,0.028,0.018,0.027,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_55,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),55,story,story,0.07,0.037,0.752,0.02,0.023,0.025,0.016,0.033,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_56,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),56,story,story,0.064,0.045,0.746,0.021,0.024,0.03,0.019,0.028,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_57,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),57,story,story,0.091,0.03,0.741,0.019,0.022,0.026,0.014,0.034,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_58,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),58,story,story,0.082,0.033,0.747,0.019,0.023,0.028,0.014,0.032,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_59,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),59,story,story,0.078,0.043,0.742,0.02,0.023,0.028,0.017,0.027,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_60,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),60,story,story,0.077,0.043,0.743,0.02,0.023,0.027,0.018,0.026,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_61,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),61,story,story,0.061,0.04,0.755,0.02,0.024,0.026,0.017,0.033,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_62,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),62,story,story,0.068,0.037,0.752,0.02,0.023,0.026,0.015,0.034,0.025
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_63,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),63,story,story,0.187,0.026,0.649,0.018,0.02,0.033,0.013,0.032,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_64,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),64,story,story,0.086,0.032,0.746,0.018,0.022,0.026,0.015,0.033,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_65,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),65,advertisement,story,0.073,0.041,0.748,0.02,0.023,0.027,0.017,0.028,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_66,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),66,story,story,0.079,0.038,0.749,0.02,0.022,0.027,0.016,0.027,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_67,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),67,story,story,0.072,0.044,0.745,0.021,0.024,0.027,0.018,0.027,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_68,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),68,story,story,0.064,0.044,0.75,0.021,0.023,0.029,0.018,0.028,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_69,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),69,story,story,0.072,0.036,0.754,0.019,0.022,0.027,0.015,0.031,0.024
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_70,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),70,story,story,0.071,0.044,0.746,0.021,0.024,0.027,0.018,0.028,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_71,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),71,story,story,0.084,0.035,0.746,0.019,0.022,0.027,0.015,0.03,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_72,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),72,story,story,0.065,0.042,0.751,0.021,0.023,0.026,0.018,0.03,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_73,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),73,story,story,0.067,0.037,0.758,0.02,0.023,0.028,0.016,0.029,0.023
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_74,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),74,story,story,0.163,0.025,0.619,0.022,0.023,0.041,0.013,0.068,0.027
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_75,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),75,story,advertisement,0.424,0.026,0.062,0.023,0.026,0.121,0.019,0.274,0.026
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_76,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),76,story,story,0.326,0.028,0.361,0.023,0.029,0.063,0.017,0.124,0.029
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_77,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),77,story,text,0.057,0.03,0.067,0.025,0.032,0.099,0.02,0.648,0.022
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_78,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),78,story,story,0.087,0.077,0.49,0.021,0.026,0.214,0.02,0.035,0.03
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_79,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),79,story,story,0.248,0.032,0.434,0.022,0.03,0.076,0.016,0.116,0.027
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_80,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),80,story,text,0.205,0.021,0.11,0.027,0.028,0.095,0.017,0.471,0.027
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_81,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),81,story,advertisement,0.374,0.148,0.3,0.025,0.021,0.062,0.026,0.017,0.027
League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen)_page_82,League of Extraordinary Gentlemen Century 1910 (The League of Extraordinary Gentlemen),82,advertisement,advertisement,0.763,0.024,0.082,0.013,0.016,0.051,0.012,0.025,0.016
Rat Queens Special Swamp Romp 001_page_0,Rat Queens Special Swamp Romp 001,0,cover,cover,0.259,0.508,0.028,0.018,0.022,0.1,0.027,0.018,0.021
Rat Queens Special Swamp Romp 001_page_1,Rat Queens Special Swamp Romp 001,1,credits,credits,0.04,0.051,0.024,0.014,0.015,0.781,0.015,0.043,0.019
Rat Queens Special Swamp Romp 001_page_2,Rat Queens Special Swamp Romp 001,2,story,story,0.08,0.043,0.741,0.02,0.022,0.03,0.017,0.024,0.023
Rat Queens Special Swamp Romp 001_page_3,Rat Queens Special Swamp Romp 001,3,story,story,0.079,0.035,0.752,0.019,0.021,0.025,0.015,0.032,0.023
Rat Queens Special Swamp Romp 001_page_4,Rat Queens Special Swamp Romp 001,4,story,story,0.071,0.044,0.746,0.021,0.023,0.028,0.017,0.027,0.023
Rat Queens Special Swamp Romp 001_page_5,Rat Queens Special Swamp Romp 001,5,story,story,0.082,0.033,0.749,0.019,0.021,0.026,0.014,0.032,0.023
Rat Queens Special Swamp Romp 001_page_6,Rat Queens Special Swamp Romp 001,6,story,story,0.066,0.053,0.737,0.023,0.023,0.03,0.02,0.025,0.023
Rat Queens Special Swamp Romp 001_page_7,Rat Queens Special Swamp Romp 001,7,story,story,0.078,0.036,0.751,0.019,0.022,0.025,0.015,0.03,0.023
Rat Queens Special Swamp Romp 001_page_8,Rat Queens Special Swamp Romp 001,8,story,story,0.068,0.039,0.753,0.02,0.022,0.028,0.016,0.03,0.024
Rat Queens Special Swamp Romp 001_page_9,Rat Queens Special Swamp Romp 001,9,story,story,0.088,0.036,0.741,0.02,0.021,0.03,0.015,0.026,0.023
Rat Queens Special Swamp Romp 001_page_10,Rat Queens Special Swamp Romp 001,10,story,story,0.103,0.029,0.728,0.019,0.021,0.026,0.013,0.038,0.024
Rat Queens Special Swamp Romp 001_page_11,Rat Queens Special Swamp Romp 001,11,story,story,0.088,0.056,0.709,0.023,0.023,0.035,0.021,0.023,0.022
Rat Queens Special Swamp Romp 001_page_12,Rat Queens Special Swamp Romp 001,12,story,story,0.08,0.035,0.749,0.02,0.021,0.027,0.015,0.028,0.023
Rat Queens Special Swamp Romp 001_page_13,Rat Queens Special Swamp Romp 001,13,story,story,0.089,0.033,0.743,0.019,0.02,0.028,0.015,0.029,0.023
Rat Queens Special Swamp Romp 001_page_14,Rat Queens Special Swamp Romp 001,14,story,story,0.068,0.041,0.752,0.02,0.022,0.026,0.017,0.03,0.024
Rat Queens Special Swamp Romp 001_page_15,Rat Queens Special Swamp Romp 001,15,story,story,0.078,0.036,0.75,0.02,0.022,0.026,0.015,0.029,0.024
Rat Queens Special Swamp Romp 001_page_16,Rat Queens Special Swamp Romp 001,16,story,story,0.089,0.035,0.74,0.02,0.021,0.032,0.015,0.026,0.022
Rat Queens Special Swamp Romp 001_page_17,Rat Queens Special Swamp Romp 001,17,story,story,0.098,0.037,0.734,0.02,0.021,0.029,0.016,0.025,0.022
Rat Queens Special Swamp Romp 001_page_18,Rat Queens Special Swamp Romp 001,18,story,story,0.11,0.032,0.728,0.019,0.02,0.026,0.014,0.029,0.022
Rat Queens Special Swamp Romp 001_page_19,Rat Queens Special Swamp Romp 001,19,story,story,0.079,0.049,0.731,0.022,0.022,0.034,0.019,0.023,0.022
Rat Queens Special Swamp Romp 001_page_20,Rat Queens Special Swamp Romp 001,20,story,story,0.081,0.038,0.746,0.02,0.022,0.027,0.016,0.028,0.022
Rat Queens Special Swamp Romp 001_page_21,Rat Queens Special Swamp Romp 001,21,story,story,0.084,0.04,0.737,0.02,0.021,0.035,0.016,0.024,0.022
Rat Queens Special Swamp Romp 001_page_22,Rat Queens Special Swamp Romp 001,22,advertisement,advertisement,0.714,0.052,0.039,0.014,0.024,0.1,0.015,0.023,0.018
Rat Queens Special Swamp Romp 001_page_23,Rat Queens Special Swamp Romp 001,23,story,advertisement,0.478,0.039,0.23,0.019,0.022,0.143,0.017,0.028,0.023
Rat Queens Special Swamp Romp 001_page_24,Rat Queens Special Swamp Romp 001,24,story,advertisement,0.345,0.055,0.235,0.021,0.026,0.247,0.02,0.024,0.028
Rat Queens Special Swamp Romp 001_page_25,Rat Queens Special Swamp Romp 001,25,story,advertisement,0.439,0.117,0.203,0.019,0.024,0.134,0.022,0.018,0.023
Rat Queens Special Swamp Romp 001_page_26,Rat Queens Special Swamp Romp 001,26,story,advertisement,0.375,0.053,0.311,0.022,0.025,0.146,0.02,0.021,0.026
Rat Queens Special Swamp Romp 001_page_27,Rat Queens Special Swamp Romp 001,27,advertisement,advertisement,0.829,0.033,0.026,0.013,0.017,0.023,0.012,0.03,0.016
Rat Queens Special Swamp Romp 001_page_28,Rat Queens Special Swamp Romp 001,28,advertisement,advertisement,0.662,0.016,0.087,0.018,0.02,0.047,0.014,0.112,0.024
Rat Queens Special Swamp Romp 001_page_29,Rat Queens Special Swamp Romp 001,29,advertisement,advertisement,0.726,0.021,0.038,0.018,0.021,0.063,0.015,0.077,0.021
Ghosted 006_page_0,Ghosted 006,0,cover,cover,0.049,0.785,0.018,0.013,0.012,0.078,0.02,0.012,0.014
Ghosted 006_page_1,Ghosted 006,1,credits,credits,0.022,0.053,0.021,0.015,0.014,0.786,0.016,0.054,0.018
Ghosted 006_page_2,Ghosted 006,2,story,story,0.088,0.036,0.742,0.018,0.021,0.03,0.015,0.027,0.023
Ghosted 006_page_3,Ghosted 006,3,story,story,0.137,0.071,0.636,0.027,0.023,0.039,0.023,0.021,0.023
Ghosted 006_page_4,Ghosted 006,4,story,story,0.084,0.045,0.724,0.022,0.023,0.04,0.017,0.022,0.024
Ghosted 006_page_5,Ghosted 006,5,story,story,0.09,0.058,0.691,0.024,0.023,0.049,0.02,0.02,0.024
Ghosted 006_page_6,Ghosted 006,6,story,story,0.1,0.04,0.719,0.021,0.022,0.038,0.017,0.022,0.022
Ghosted 006_page_7,Ghosted 006,7,story,story,0.071,0.048,0.721,0.021,0.023,0.05,0.017,0.023,0.024
Ghosted 006_page_8,Ghosted 006,8,story,story,0.101,0.046,0.711,0.022,0.022,0.037,0.018,0.022,0.022
Ghosted 006_page_9,Ghosted 006,9,story,story,0.074,0.054,0.725,0.023,0.024,0.035,0.02,0.023,0.023
Ghosted 006_page_10,Ghosted 006,10,story,story,0.067,0.055,0.729,0.023,0.024,0.037,0.02,0.022,0.023
Ghosted 006_page_11,Ghosted 006,11,story,story,0.08,0.044,0.734,0.021,0.023,0.037,0.017,0.022,0.022
Ghosted 006_page_12,Ghosted 006,12,story,story,0.081,0.065,0.699,0.024,0.024,0.04,0.022,0.022,0.023
Ghosted 006_page_13,Ghosted 006,13,story,story,0.086,0.039,0.726,0.02,0.022,0.042,0.015,0.025,0.024
Ghosted 006_page_14,Ghosted 006,14,story,story,0.076,0.045,0.737,0.022,0.023,0.033,0.018,0.024,0.023
Ghosted 006_page_15,Ghosted 006,15,story,story,0.089,0.036,0.74,0.021,0.022,0.028,0.016,0.026,0.022
Ghosted 006_page_16,Ghosted 006,16,story,story,0.075,0.043,0.738,0.021,0.023,0.036,0.017,0.024,0.024
